signal_id,signal_date,ticker,company_name_en,company_name_zh,rank,rank_bucket,alpha_direction,alpha_confidence,confidence_score_numeric,expected_horizon,composite_candidate_score,factor_score,technical_timing_score,overheat_status,technical_tags,factor_tags,risk_tags,data_quality_tags,research_tags,freeze_status,latest_signal_freeze_count,paper_tracking_status,shadow_portfolio_membership_count,benchmark_context,forward_evidence_status,operator_action_hint,official_decision_impact,auto_trade,notes
V18_39A_2026-05-27_36_MTZ,2026-05-27,MTZ,,,36,TOP50,WATCH,LOW,44.8676,5D_20D,44.867568,67.16892,58.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_V18_35D_RECOMPUTE;BB_LOWER_HALF,OK_RECOMPUTED_FACTOR_TECHNICAL;V18_35D_RECOMPUTE,REVIEW_ONLY;WAIT_PULLBACK_REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,10,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_37_AMZN,2026-05-27,AMZN,,,37,TOP50,WATCH,LOW,44.4480,5D_20D,44.448,67.62,58.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_NEUTRAL;BB_LOWER_HALF;RSI_NEUTRAL,OK_RECOMPUTED_FACTOR_TECHNICAL;NEUTRAL_SHADOW,NOT_AVAILABLE_RESERVED;REVIEW_ONLY;WAIT_PULLBACK_REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,1,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_38_PWR,2026-05-27,PWR,,,38,TOP50,WATCH,LOW,44.3320,5D_20D,44.332,73.33,50.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_NEUTRAL;BB_MID;RSI_NEUTRAL,OK_RECOMPUTED_FACTOR_TECHNICAL;NEUTRAL_SHADOW,NOT_AVAILABLE_RESERVED;REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,3,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_39_WOLF,2026-05-27,WOLF,,,39,TOP50,WATCH,LOW,44.0000,5D_20D,44.0,80.0,40.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_V18_35D_RECOMPUTE;BB_UPPER_HALF,OK_RECOMPUTED_FACTOR_TECHNICAL;V18_35D_RECOMPUTE,REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,3,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_40_TTMI,2026-05-27,TTMI,,,40,TOP50,WATCH,LOW,43.5092,5D_20D,43.509206,78.773015,40.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_V18_35D_RECOMPUTE;BB_NEAR_UPPER,OK_RECOMPUTED_FACTOR_TECHNICAL;V18_35D_RECOMPUTE,REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,3,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_41_CSCO,2026-05-27,CSCO,,,41,TOP50,WATCH,LOW,43.3080,5D_20D,43.308,89.52,25.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_OVERHEAT_AVOID_CHASE;BB_UPPER_HALF;RSI_EXTREME_OVERHEAT,OK_RECOMPUTED_FACTOR_TECHNICAL;NEUTRAL_SHADOW,NOT_AVAILABLE_RESERVED;REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,1,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_42_MSFT,2026-05-27,MSFT,,,42,TOP50,WATCH,LOW,43.2400,5D_20D,43.24,78.1,40.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_NEUTRAL;BB_MID;RSI_NEUTRAL,OK_RECOMPUTED_FACTOR_TECHNICAL;NEUTRAL_SHADOW,NOT_AVAILABLE_RESERVED;REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,1,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_43_BE,2026-05-27,BE,,,43,TOP50,WATCH,LOW,42.8080,5D_20D,42.808,69.52,50.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_NEUTRAL;BB_UPPER_HALF;RSI_STRONG,OK_RECOMPUTED_FACTOR_TECHNICAL;VOLUME_UP_CONFIRM,NOT_AVAILABLE_RESERVED;REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,6,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_44_ANET,2026-05-27,ANET,,,44,TOP50,WATCH,LOW,42.4280,5D_20D,42.428,68.57,50.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_NEUTRAL;BB_UPPER_HALF;RSI_NEUTRAL,OK_RECOMPUTED_FACTOR_TECHNICAL;NEUTRAL_SHADOW,NOT_AVAILABLE_RESERVED;REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,1,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_45_TWLO,2026-05-27,TWLO,,,45,TOP50,WATCH,LOW,41.7638,5D_20D,41.763811,66.909528,50.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_V18_35D_RECOMPUTE;BB_MID,OK_RECOMPUTED_FACTOR_TECHNICAL;V18_35D_RECOMPUTE,REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,3,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_46_MTSI,2026-05-27,MTSI,,,46,TOP50,WATCH,LOW,41.6729,5D_20D,41.672872,74.18218,40.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_V18_35D_RECOMPUTE;BB_UPPER_HALF,OK_RECOMPUTED_FACTOR_TECHNICAL;V18_35D_RECOMPUTE,REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,6,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_47_MOH,2026-05-27,MOH,,,47,TOP50,WATCH,LOW,41.4496,5D_20D,41.449645,51.124112,58.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_V18_35D_RECOMPUTE;BB_LOWER_HALF,OK_RECOMPUTED_FACTOR_TECHNICAL;V18_35D_RECOMPUTE,REVIEW_ONLY;WAIT_PULLBACK_REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,6,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_48_HTZ,2026-05-27,HTZ,,,48,TOP50,WATCH,LOW,40.9148,5D_20D,40.914843,49.787108,70.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_V18_35D_RECOMPUTE;BB_LOWER_HALF,OK_RECOMPUTED_FACTOR_TECHNICAL;V18_35D_RECOMPUTE,REVIEW_ONLY;WAIT_PULLBACK_REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,3,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_49_PUMP,2026-05-27,PUMP,,,49,TOP50,WATCH,LOW,40.6699,5D_20D,40.669884,64.174711,50.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_V18_35D_RECOMPUTE;BB_MID,OK_RECOMPUTED_FACTOR_TECHNICAL;V18_35D_RECOMPUTE,REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,3,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_50_OLPX,2026-05-27,OLPX,,,50,TOP50,WATCH,LOW,40.5938,5D_20D,40.593772,56.484429,60.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_V18_35D_RECOMPUTE;BB_LOWER_HALF,OK_RECOMPUTED_FACTOR_TECHNICAL;V18_35D_RECOMPUTE,REVIEW_ONLY;WAIT_PULLBACK_REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,3,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_51_ECL,2026-05-27,ECL,,,51,TOP100,WATCH,LOW,40.5240,5D_20D,40.524,63.81,50.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_NEUTRAL;BB_MID;RSI_NEUTRAL,OK_RECOMPUTED_FACTOR_TECHNICAL;NEUTRAL_SHADOW,NOT_AVAILABLE_RESERVED;REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,3,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_52_LBRT,2026-05-27,LBRT,,,52,TOP100,WATCH,LOW,40.4584,5D_20D,40.458386,56.145964,60.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_V18_35D_RECOMPUTE;BB_LOWER_HALF,OK_RECOMPUTED_FACTOR_TECHNICAL;V18_35D_RECOMPUTE,REVIEW_ONLY;WAIT_PULLBACK_REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,3,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_53_APLD,2026-05-27,APLD,,,53,TOP100,WATCH,LOW,40.3625,5D_20D,40.362536,70.906341,40.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_V18_35D_RECOMPUTE;BB_NEAR_UPPER,OK_RECOMPUTED_FACTOR_TECHNICAL;V18_35D_RECOMPUTE,REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,3,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_54_BITF,2026-05-27,BITF,,,54,TOP100,WATCH,LOW,40.2093,5D_20D,40.209321,70.523302,50.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_V18_35D_RECOMPUTE;BB_UPPER_HALF,OK_RECOMPUTED_FACTOR_TECHNICAL;V18_35D_RECOMPUTE,REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,3,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_55_EWY,2026-05-27,EWY,,,55,TOP100,WATCH,LOW,40.1929,5D_20D,40.1929,62.982249,50.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_V18_35D_RECOMPUTE;BB_UPPER_HALF,OK_RECOMPUTED_FACTOR_TECHNICAL;V18_35D_RECOMPUTE,REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,3,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_56_INTC,2026-05-27,INTC,,,56,TOP100,WATCH,LOW,40.1920,5D_20D,40.192,70.48,40.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_NEUTRAL;BB_UPPER_HALF;RSI_OVERHEAT,OK_RECOMPUTED_FACTOR_TECHNICAL;MOMENTUM_STRONG_NOT_PULLBACK,NOT_AVAILABLE_RESERVED;REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,6,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_57_CRM,2026-05-27,CRM,,,57,TOP100,WATCH,LOW,40.1440,5D_20D,40.144,62.86,50.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_NEUTRAL;BB_MID;RSI_NEUTRAL,OK_RECOMPUTED_FACTOR_TECHNICAL;NEUTRAL_SHADOW,NOT_AVAILABLE_RESERVED;REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,1,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_58_AEVA,2026-05-27,AEVA,,,58,TOP100,WATCH,LOW,40.0961,5D_20D,40.096142,70.240356,40.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_V18_35D_RECOMPUTE;BB_NEAR_UPPER,OK_RECOMPUTED_FACTOR_TECHNICAL;V18_35D_RECOMPUTE,REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,1,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_59_U,2026-05-27,U,,,59,TOP100,WATCH,LOW,39.8973,5D_20D,39.897302,47.243256,70.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_V18_35D_RECOMPUTE;BB_NEAR_LOWER,OK_RECOMPUTED_FACTOR_TECHNICAL;V18_35D_RECOMPUTE,REVIEW_ONLY;WAIT_PULLBACK_REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,3,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_60_ASML,2026-05-27,ASML,,,60,TOP100,WATCH,LOW,39.7600,5D_20D,39.76,61.9,50.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_NEUTRAL;BB_UPPER_HALF;RSI_STRONG,OK_RECOMPUTED_FACTOR_TECHNICAL;NEUTRAL_SHADOW,NOT_AVAILABLE_RESERVED;REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,3,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_61_SMTC,2026-05-27,SMTC,,,61,TOP100,WATCH,LOW,39.7422,5D_20D,39.742207,69.355517,40.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_V18_35D_RECOMPUTE;BB_UPPER_HALF,OK_RECOMPUTED_FACTOR_TECHNICAL;V18_35D_RECOMPUTE,REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,3,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_62_LYB,2026-05-27,LYB,,,62,TOP100,WATCH,LOW,39.5685,5D_20D,39.568476,53.921189,58.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_V18_35D_RECOMPUTE;BB_LOWER_HALF,OK_RECOMPUTED_FACTOR_TECHNICAL;V18_35D_RECOMPUTE,REVIEW_ONLY;WAIT_PULLBACK_REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,6,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_63_TSM,2026-05-27,TSM,,,63,TOP100,WATCH,LOW,39.3800,5D_20D,39.38,60.95,50.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_NEUTRAL;BB_UPPER_HALF;RSI_NEUTRAL,OK_RECOMPUTED_FACTOR_TECHNICAL;NEUTRAL_SHADOW,NOT_AVAILABLE_RESERVED;REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,1,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_64_SEI,2026-05-27,SEI,,,64,TOP100,WATCH,LOW,39.1446,5D_20D,39.144581,60.361452,50.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_V18_35D_RECOMPUTE;BB_LOWER_HALF,OK_RECOMPUTED_FACTOR_TECHNICAL;V18_35D_RECOMPUTE,REVIEW_ONLY;WAIT_PULLBACK_REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,3,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_65_CLH,2026-05-27,CLH,,,65,TOP100,WATCH,LOW,38.6403,5D_20D,38.640282,44.100705,64.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_V18_35D_RECOMPUTE;BB_LOWER_HALF,OK_RECOMPUTED_FACTOR_TECHNICAL;V18_35D_RECOMPUTE,REVIEW_ONLY;WAIT_PULLBACK_REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,8,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_66_SATS,2026-05-27,SATS,,,66,TOP100,WATCH,LOW,38.6229,5D_20D,38.622888,59.057221,50.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_V18_35D_RECOMPUTE;BB_UPPER_HALF,OK_RECOMPUTED_FACTOR_TECHNICAL;V18_35D_RECOMPUTE,REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,3,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_67_CLS,2026-05-27,CLS,,,67,TOP100,WATCH,LOW,38.6200,5D_20D,38.62,59.05,50.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_NEUTRAL;BB_MID;RSI_NEUTRAL,OK_RECOMPUTED_FACTOR_TECHNICAL;NEUTRAL_SHADOW,NOT_AVAILABLE_RESERVED;REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,3,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_68_HUM,2026-05-27,HUM,,,68,TOP100,WATCH,LOW,38.4835,5D_20D,38.48347,66.208675,40.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_V18_35D_RECOMPUTE;BB_UPPER_HALF,OK_RECOMPUTED_FACTOR_TECHNICAL;V18_35D_RECOMPUTE,REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,3,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_69_RVMD,2026-05-27,RVMD,,,69,TOP100,WATCH,LOW,38.4381,5D_20D,38.438059,66.095148,40.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_V18_35D_RECOMPUTE;BB_NEAR_UPPER,OK_RECOMPUTED_FACTOR_TECHNICAL;V18_35D_RECOMPUTE,REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,3,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_70_XYZ,2026-05-27,XYZ,,,70,TOP100,WATCH,LOW,38.3264,5D_20D,38.326374,50.815936,60.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_V18_35D_RECOMPUTE;BB_NEAR_LOWER,OK_RECOMPUTED_FACTOR_TECHNICAL;V18_35D_RECOMPUTE,REVIEW_ONLY;WAIT_PULLBACK_REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,3,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_71_VST,2026-05-27,VST,,,71,TOP100,WATCH,LOW,38.2400,5D_20D,38.24,58.1,50.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_NEUTRAL;BB_UPPER_HALF;RSI_STRONG,OK_RECOMPUTED_FACTOR_TECHNICAL;VOLUME_UP_CONFIRM,NOT_AVAILABLE_RESERVED;REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,1,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
V18_39A_2026-05-27_72_WYFI,2026-05-27,WYFI,,,72,TOP100,WATCH,LOW,38.0179,5D_20D,38.017887,57.544718,50.0,NOT_AVAILABLE_RESERVED,TECH_TIMING_V18_35D_RECOMPUTE;BB_UPPER_HALF,OK_RECOMPUTED_FACTOR_TECHNICAL;V18_35D_RECOMPUTE,REVIEW_ONLY,,PENDING_FORWARD_OUTCOME;V18_38B_EXPERIMENTS_REGISTERED;SHADOW_PORTFOLIO_MEMBER,IN_LATEST_FREEZE,318,PENDING_FORWARD_RETURN_FILL,3,SPY_QQQ_AVAILABLE,PENDING_FORWARD_OUTCOME,WATCHLIST_ONLY,NONE,DISABLED,Signal object normalization only; not a buy recommendation.
